gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type,chromosome
Tab1,chr15,80133127,80161707,+,80123127,80133127,7.494746752882003,6.353634927141666,-1.141111825740337,Mixed,NSC,chr15
Mgat3,chr15,80173721,80215519,+,80163721,80173721,8.749367890059947,6.442428435854116,-2.306939454205831,Euchromatin,NSC,chr15
Mief1,chr15,80234018,80253371,+,80224018,80234018,6.386199136757851,4.234381222466628,-2.1518179142912226,Euchromatin,NSC,chr15
Atf4,chr15,80255184,80257541,+,80245184,80255184,6.432669209992886,4.965607392779986,-1.4670618172129002,Mixed,NSC,chr15
Rps19bp1,chr15,80260615,80264315,-,80264315,80274315,7.619887798100709,5.751407867550849,-1.86847993054986,Mixed,NSC,chr15
Fam83f,chr15,80671847,80700425,+,80661847,80671847,6.4360804232835775,5.830503212054571,-0.605577211229007,Mixed,NSC,chr15
Tnrc6b,chr15,80711313,80941085,+,80701313,80711313,8.146107993257047,6.4361780921697616,-1.7099299010872857,Mixed,NSC,chr15
Adsl,chr15,80948490,80970946,+,80938490,80948490,5.8998890672922135,5.639979864994685,-0.2599092022975284,Mixed,NSC,chr15
Sgsm3,chr15,80977765,81012290,+,80967765,80977765,6.394532645165921,6.188475778917471,-0.2060568662484492,Mixed,NSC,chr15
Mrtfa,chr15,81012281,81190757,-,81190757,81200757,6.343695256853104,5.457315822430452,-0.8863794344226523,Mixed,NSC,chr15
Slc25a17,chr15,81318911,81360812,-,81360812,81370812,4.141993510043621,4.79382304623127,0.6518295361876492,Mixed,NSC,chr15
Xpnpep3,chr15,81400138,81457482,+,81390138,81400138,5.332071612215042,5.409098989951612,0.0770273777365693,Mixed,NSC,chr15
Rbx1,chr15,81466296,81476369,+,81456296,81466296,6.150483829903602,5.924970373761654,-0.2255134561419485,Mixed,NSC,chr15
Ep300,chr15,81585351,81652077,+,81575351,81585351,5.198897681295872,5.069967412495614,-0.128930268800258,Mixed,NSC,chr15
L3mbtl2,chr15,81663889,81688315,+,81653889,81663889,7.417305481898785,6.45550096868674,-0.9618045132120452,Mixed,NSC,chr15
Chadl,chr15,81678296,81697287,-,81697287,81707287,8.680051707804203,6.534975414931775,-2.145076292872429,Euchromatin,NSC,chr15
Rangap1,chr15,81704248,81745530,-,81745530,81755530,7.866633058607578,6.144330001850924,-1.7223030567566535,Mixed,NSC,chr15
Zc3h7b,chr15,81745057,81796260,+,81735057,81745057,6.276388362312316,5.001365669163068,-1.275022693149248,Mixed,NSC,chr15
Tef,chr15,81802421,81826863,+,81792421,81802421,8.229724141591788,6.878683995799224,-1.351040145792564,Mixed,NSC,chr15
Tob2,chr15,81848272,81858796,-,81858796,81868796,6.357911628651619,6.33876181042989,-0.0191498182217291,Mixed,NSC,chr15
Aco2,chr15,81872309,81915133,+,81862309,81872309,6.188488296329975,5.831296040062109,-0.357192256267866,Mixed,NSC,chr15
Polr3h,chr15,81888228,81926240,-,81926240,81936240,9.637477329432963,8.551607595125835,-1.0858697343071295,Mixed,NSC,chr15
Pmm1,chr15,81951108,81960930,-,81960930,81970930,4.691409411728383,4.141772413293521,-0.5496369984348624,Mixed,NSC,chr15
Xrcc6,chr15,81987835,82040085,+,81977835,81987835,5.0208759023547165,5.007197022904952,-0.0136788794497642,Mixed,NSC,chr15
Snu13,chr15,82040525,82047598,-,82047598,82057598,5.893052351915836,5.385073944290479,-0.5079784076253571,Mixed,NSC,chr15
Ccdc134,chr15,82127922,82142203,+,82117922,82127922,5.626136486530304,5.480893048906325,-0.1452434376239786,Mixed,NSC,chr15
Srebf2,chr15,82147181,82205379,+,82137181,82147181,7.164121277725696,5.69130001386404,-1.472821263861657,Mixed,NSC,chr15
Shisa8,chr15,82206168,82212815,-,82212815,82222815,9.427274478375912,6.057590849220752,-3.36968362915516,Euchromatin,NSC,chr15
Tnfrsf13c,chr15,82221743,82224369,-,82224369,82234369,8.393134982454777,5.870144514850775,-2.522990467604002,Euchromatin,NSC,chr15
Cenpm,chr15,82233779,82244748,-,82244748,82254748,4.666122264111042,3.864423949968815,-0.8016983141422274,Mixed,NSC,chr15
Septin3,chr15,82268802,82294574,+,82258802,82268802,6.060512162458897,5.026581339665253,-1.0339308227936437,Mixed,NSC,chr15
Naga,chr15,82329532,82338925,-,82338925,82348925,6.973765838742256,5.446080116281906,-1.5276857224603502,Mixed,NSC,chr15
Pheta2,chr15,82338942,82345743,+,82328942,82338942,8.516447353196144,5.969641430699824,-2.5468059224963198,Euchromatin,NSC,chr15
Smdt1,chr15,82338959,82349091,+,82328959,82338959,8.489225519895554,5.962087736626466,-2.527137783269088,Euchromatin,NSC,chr15
Ndufa6,chr15,82350140,82354322,-,82354322,82364322,4.1775698036193845,3.7991616944511737,-0.3784081091682107,Mixed,NSC,chr15
Tcf20,chr15,82808436,82987872,-,82987872,82997872,8.45210710476637,6.80245093160073,-1.6496561731656394,Mixed,NSC,chr15
Gm20324,chr15,82899080,82905818,+,82889080,82899080,4.606319160223007,5.09108176223437,0.4847626020113624,Mixed,NSC,chr15
Rrp7a,chr15,83113433,83122801,-,83122801,83132801,7.455784515738487,6.501333915936947,-0.9544505998015396,Mixed,NSC,chr15
Poldip3,chr15,83125976,83149384,-,83149384,83159384,8.055196558868886,5.998900828830401,-2.056295730038485,Euchromatin,NSC,chr15
Cyb5r3,chr15,83153494,83172592,-,83172592,83182592,8.413784492695331,5.726469256989161,-2.68731523570617,Euchromatin,NSC,chr15
Arfgap3,chr15,83299739,83350247,-,83350247,83360247,5.915436777198314,5.490599612379074,-0.4248371648192401,Mixed,NSC,chr15
Pacsin2,chr15,83375607,83464606,-,83464606,83474606,6.374041289937496,5.5464602951129285,-0.8275809948245678,Mixed,NSC,chr15
Ttll1,chr15,83483769,83510893,-,83510893,83520893,7.5838529243230814,6.222652584207058,-1.3612003401160235,Mixed,NSC,chr15
Mcat,chr15,83546797,83563787,-,83563787,83573787,8.502087038826943,6.226932687381904,-2.275154351445039,Euchromatin,NSC,chr15
Ttll12,chr15,83575090,83595157,-,83595157,83605157,6.606211466133595,5.346629483743508,-1.2595819823900865,Mixed,NSC,chr15
Sult4a1,chr15,84076097,84105754,-,84105754,84115754,8.652996942090988,6.706624243986607,-1.9463726981043816,Mixed,NSC,chr15
Mir6392,chr15,84168270,84168377,+,84158270,84168270,6.614548178553581,5.377968661487103,-1.2365795170664784,Mixed,NSC,chr15
Samm50,chr15,84192241,84217267,+,84182241,84192241,7.765268639689684,5.879411328053474,-1.8858573116362096,Mixed,NSC,chr15
Parvb,chr15,84232043,84315688,+,84222043,84232043,8.472416964769364,6.359556983264287,-2.1128599815050766,Euchromatin,NSC,chr15
Shisal1,chr15,84379203,84447097,-,84447097,84457097,8.085987330061197,6.993954262073834,-1.092033067987363,Mixed,NSC,chr15
Rtl6,chr15,84553398,84557823,-,84557823,84567823,5.696272072196007,4.820101967263222,-0.8761701049327852,Mixed,NSC,chr15
Prr5,chr15,84669620,84703673,+,84659620,84669620,8.1200202075243,6.496044575671355,-1.6239756318529448,Mixed,NSC,chr15
Phf21b,chr15,84785381,84856049,-,84856049,84866049,8.013130216002464,6.63173201145331,-1.3813982045491544,Mixed,NSC,chr15
Nup50,chr15,84923411,84942963,+,84913411,84923411,7.064806022870541,5.921972820224364,-1.1428332026461767,Mixed,NSC,chr15
5031439G07Rik,chr15,84943936,84988551,-,84988551,84998551,7.875892930459976,6.049761234118542,-1.8261316963414345,Mixed,NSC,chr15
Fam118a,chr15,85028948,85062830,+,85018948,85028948,7.760103058004379,5.724868269522985,-2.035234788481394,Euchromatin,NSC,chr15
Smc1b,chr15,85064689,85131964,-,85131964,85141964,6.711745100820065,5.264493035066127,-1.447252065753938,Mixed,NSC,chr15
Fbln1,chr15,85205949,85286535,+,85195949,85205949,7.687710030281543,5.732345527748268,-1.955364502533276,Mixed,NSC,chr15
Atxn10,chr15,85336245,85463212,+,85326245,85336245,5.815617056131362,5.887378615776697,0.0717615596453349,Mixed,NSC,chr15
Wnt7b,chr15,85535437,85582473,-,85582473,85592473,8.920811726361514,6.821434045203527,-2.0993776811579865,Euchromatin,NSC,chr15
AU022754,chr15,85580252,85593708,+,85570252,85580252,10.102632683885098,6.916811804091931,-3.185820879793167,Euchromatin,NSC,chr15
Ppara,chr15,85734983,85802819,+,85724983,85734983,7.186483597385883,5.517354053314527,-1.6691295440713558,Mixed,NSC,chr15
Cdpf1,chr15,85806972,85811697,-,85811697,85821697,7.287460766375064,6.066296063415209,-1.221164702959855,Mixed,NSC,chr15
Pkdrej,chr15,85814670,85821734,-,85821734,85831734,7.201063435494899,6.007134581653278,-1.193928853841621,Mixed,NSC,chr15
Ttc38,chr15,85832306,85858822,+,85822306,85832306,6.945077608394622,5.958845650815964,-0.9862319575786582,Mixed,NSC,chr15
Gtse1,chr15,85859745,85876573,+,85849745,85859745,8.907657985031605,6.990140463451543,-1.917517521580062,Mixed,NSC,chr15
Trmu,chr15,85879312,85897394,+,85869312,85879312,8.644029596590995,6.734442820914587,-1.9095867756764084,Mixed,NSC,chr15
Celsr1,chr15,85898929,86034203,-,86034203,86044203,8.775042438089848,7.275351091871659,-1.499691346218189,Mixed,NSC,chr15
Gramd4,chr15,86057695,86137634,+,86047695,86057695,6.98797827154398,5.569660756846269,-1.4183175146977112,Mixed,NSC,chr15
Gm15569,chr15,86185728,86187152,+,86175728,86185728,6.983581353104116,5.571580893282095,-1.4120004598220204,Mixed,NSC,chr15
Tbc1d22a,chr15,86214459,86498503,+,86204459,86214459,5.837596881425381,5.237638989392916,-0.5999578920324655,Mixed,NSC,chr15
Tafa5,chr15,87544299,87759364,+,87534299,87544299,5.343809875714779,5.798747986491521,0.4549381107767418,Mixed,NSC,chr15
Zbed4,chr15,88751660,88784516,+,88741660,88751660,6.850735092699528,6.224088268915812,-0.6266468237837168,Mixed,NSC,chr15
Alg12,chr15,88805244,88819318,-,88819318,88829318,9.87705605173111,7.335117260050773,-2.5419387916803364,Euchromatin,NSC,chr15
Pim3,chr15,88862186,88865726,+,88852186,88862186,8.42669507650137,7.187815363748868,-1.2388797127525013,Mixed,NSC,chr15
Ttll8,chr15,88890633,88954418,-,88954418,88964418,7.653602868950368,5.47433464359045,-2.179268225359918,Euchromatin,NSC,chr15
Mov10l1,chr15,88982909,89055152,+,88972909,88982909,6.789582585227489,5.622276764512063,-1.167305820715426,Mixed,NSC,chr15
Trabd,chr15,89075124,89087077,+,89065124,89075124,9.682697104299068,6.346778086825212,-3.3359190174738567,Euchromatin,NSC,chr15
Selenoo,chr15,89089084,89100340,+,89079084,89089084,9.141857079565526,7.293091975657146,-1.84876510390838,Mixed,NSC,chr15
Tubgcp6,chr15,89098357,89123112,-,89123112,89133112,8.010630892896652,6.133909295388063,-1.8767215975085887,Mixed,NSC,chr15
Hdac10,chr15,89123307,89128700,-,89128700,89138700,7.464707000315189,5.572604174713295,-1.8921028256018948,Mixed,NSC,chr15
Mapk12,chr15,89130584,89140703,-,89140703,89150703,10.24765645583868,6.830523149021467,-3.417133306817213,Euchromatin,NSC,chr15
Mapk11,chr15,89142486,89149628,-,89149628,89159628,9.96276793050766,6.905360189517339,-3.057407740990321,Euchromatin,NSC,chr15
Plxnb2,chr15,89155549,89180788,-,89180788,89190788,9.60237106295824,7.507590503899256,-2.094780559058985,Euchromatin,NSC,chr15
Dennd6b,chr15,89182213,89196496,-,89196496,89206496,6.045846472930908,5.464160817821821,-0.5816856551090872,Mixed,NSC,chr15
Ppp6r2,chr15,89211553,89287010,+,89201553,89211553,5.772900132280588,5.210170790767669,-0.5627293415129193,Mixed,NSC,chr15
Sbf1,chr15,89288236,89315311,-,89315311,89325311,7.105776019763948,5.287676598616442,-1.8180994211475052,Mixed,NSC,chr15
Lmf2,chr15,89351004,89355659,-,89355659,89365659,7.081363422662021,5.727378189575673,-1.353985233086347,Mixed,NSC,chr15
Sco2,chr15,89371637,89373846,-,89373846,89383846,8.229460558474063,6.192011155744393,-2.0374494027296697,Euchromatin,NSC,chr15
Syce3,chr15,89390174,89410503,-,89410503,89420503,7.840185170507431,5.951977448991936,-1.888207721515496,Mixed,NSC,chr15
Gm44502,chr15,89416405,89429696,-,89429696,89439696,5.512165445816517,5.046642117722829,-0.4655233280936874,Mixed,NSC,chr15
Mapk8ip2,chr15,89453913,89464468,+,89443913,89453913,6.902911898183823,5.998633881183466,-0.9042780170003571,Mixed,NSC,chr15
Shank3,chr15,89499623,89560261,+,89489623,89499623,7.84127189362049,6.015239726110299,-1.8260321675101912,Mixed,NSC,chr15
Rabl2,chr15,89582533,89591923,-,89591923,89601923,4.624210081750155,4.21251918793718,-0.4116908938129748,Mixed,NSC,chr15
Syt10,chr15,89782393,89841860,-,89841860,89851860,4.343664474904537,4.898031175037226,0.5543667001326886,Mixed,NSC,chr15
Mir7648,chr15,90224360,90224412,+,90214360,90224360,4.544873977839947,5.18383315906922,0.6389591812292732,Mixed,NSC,chr15
Cpne8,chr15,90487482,90679432,-,90679432,90689432,5.492654233002662,4.918451760311921,-0.5742024726907413,Mixed,NSC,chr15
Kif21a,chr15,90933276,91049948,-,91049948,91059948,3.8811371364593503,5.5140857963641485,1.6329486599047982,Mixed,NSC,chr15
Slc2a13,chr15,91267696,91573261,-,91573261,91583261,5.099733214628696,5.475978679402669,0.376245464773973,Mixed,NSC,chr15
Pdzrn4,chr15,92396881,92771819,+,92386881,92396881,3.612225576531887,4.105440377954642,0.4932148014227548,Mixed,NSC,chr15
Gxylt1,chr15,93239742,93275179,-,93275179,93285179,3.635087862062455,4.737545137782891,1.102457275720436,Mixed,NSC,chr15
Yaf2,chr15,93284278,93336935,-,93336935,93346935,6.039766082763672,5.064299297968547,-0.9754667847951248,Mixed,NSC,chr15
Pphln1,chr15,93398350,93491510,+,93388350,93398350,4.537125579237938,4.859154391129811,0.3220288118918732,Mixed,NSC,chr15
Prickle1,chr15,93499114,93595891,-,93595891,93605891,4.565745891606808,4.881635648908218,0.3158897573014103,Mixed,NSC,chr15
Adamts20,chr15,94270163,94465418,-,94465418,94475418,4.842610435473919,4.1571482505520185,-0.6854621849219003,Mixed,NSC,chr15
Irak4,chr15,94543643,94581815,+,94533643,94543643,4.676109043943882,4.586339561885596,-0.0897694820582861,Mixed,NSC,chr15
Twf1,chr15,94577951,94589889,-,94589889,94599889,4.279511670649051,5.133898246872424,0.8543865762233729,Mixed,NSC,chr15
Nell2,chr15,95075230,95528559,-,95528559,95538559,3.292816479384899,3.4842597983002666,0.1914433189153674,Mixed,NSC,chr15
Dbx2,chr15,95623563,95655960,-,95655960,95665960,4.538797363042831,5.302287219365437,0.7634898563226056,Mixed,NSC,chr15
Ano6,chr15,95790843,95974751,+,95780843,95790843,6.280316406559944,5.817093175274134,-0.4632232312858102,Mixed,NSC,chr15
Arid2,chr15,96287518,96404992,+,96277518,96287518,5.822787598741054,6.207121549940109,0.3843339511990553,Mixed,NSC,chr15
Scaf11,chr15,96411699,96460843,-,96460843,96470843,6.9177343873858455,5.75585141761303,-1.1618829697728152,Mixed,NSC,chr15
Slc38a1,chr15,96571418,96642913,-,96642913,96652913,5.426077298474311,4.657379008257389,-0.7686982902169222,Mixed,NSC,chr15
Slc38a2,chr15,96687392,96699730,-,96699730,96709730,5.832865040361881,5.222579243659973,-0.6102857967019082,Mixed,NSC,chr15
Amigo2,chr15,97244125,97247287,-,97247287,97257287,6.247866704523563,5.615395733273029,-0.6324709712505339,Mixed,NSC,chr15
Rpap3,chr15,97675097,97705825,-,97705825,97715825,7.469717159092426,6.049493364353975,-1.420223794738451,Mixed,NSC,chr15
Slc48a1,chr15,97778520,97792692,+,97768520,97778520,8.011962928354741,6.786376907805603,-1.2255860205491382,Mixed,NSC,chr15
Hdac7,chr15,97792664,97844502,-,97844502,97854502,8.267121360981465,6.385870235435167,-1.8812511255462976,Mixed,NSC,chr15
Vdr,chr15,97854425,97910630,-,97910630,97920630,6.772397501170635,5.787460935155551,-0.9849365660150848,Mixed,NSC,chr15
Tmem106c,chr15,97964200,97970275,+,97954200,97964200,7.154216105878353,5.902726532677808,-1.251489573200545,Mixed,NSC,chr15
Col2a1,chr15,97975602,98004695,-,98004695,98014695,7.192455376207828,5.997216050644716,-1.1952393255631124,Mixed,NSC,chr15
Senp1,chr15,98038744,98093744,-,98093744,98103744,6.300271718299388,5.554555700445175,-0.745716017854213,Mixed,NSC,chr15
Asb8,chr15,98134637,98165625,-,98165625,98175625,7.201228782713413,6.305120428154865,-0.8961083545585478,Mixed,NSC,chr15
Ccdc184,chr15,98167158,98170134,+,98157158,98167158,6.118913792097569,5.451402613119284,-0.6675111789782848,Mixed,NSC,chr15
H1f7,chr15,98255986,98257293,-,98257293,98267293,4.306411585247517,4.450378616170088,0.1439670309225711,Mixed,NSC,chr15
Kansl2,chr15,98517658,98534264,-,98534264,98544264,4.848437071168423,5.433223535891375,0.5847864647229519,Mixed,NSC,chr15
9330020H09Rik,chr15,98567324,98569583,+,98557324,98567324,5.237230490982532,5.04538203682502,-0.1918484541575118,Mixed,NSC,chr15
Adcy6,chr15,98589973,98610076,-,98610076,98620076,7.254127338647842,6.056216573254268,-1.1979107653935737,Mixed,NSC,chr15
Cacnb3,chr15,98630840,98644529,+,98620840,98630840,6.99760842949152,6.305066807409127,-0.692541622082393,Mixed,NSC,chr15
Ddx23,chr15,98645134,98662894,-,98662894,98672894,7.084713354229927,6.0260313472270965,-1.0586820070028304,Mixed,NSC,chr15
Rnd1,chr15,98663421,98677461,-,98677461,98687461,6.966776469749212,5.751669405460357,-1.2151070642888548,Mixed,NSC,chr15
Arf3,chr15,98736634,98763214,-,98763214,98773214,7.368596932661534,6.230652199319998,-1.137944733341536,Mixed,NSC,chr15
Wnt10b,chr15,98770712,98778150,-,98778150,98788150,7.897563815474511,5.965469339152176,-1.9320944763223349,Mixed,NSC,chr15
Wnt1,chr15,98789857,98793837,+,98779857,98789857,7.740828748142719,6.028265225088596,-1.712563523054123,Mixed,NSC,chr15
Ddn,chr15,98803777,98809490,-,98809490,98819490,8.475869231879711,6.412372318605583,-2.063496913274128,Euchromatin,NSC,chr15
Prkag1,chr15,98812797,98831521,-,98831521,98841521,8.554705113828183,6.861775138113896,-1.6929299757142866,Mixed,NSC,chr15
Kmt2d,chr15,98831669,98871204,-,98871204,98881204,9.614851583135128,7.204154862193267,-2.4106967209418606,Euchromatin,NSC,chr15
Rhebl1,chr15,98877778,98894540,-,98894540,98904540,8.91108573001623,6.680103414654732,-2.2309823153614987,Euchromatin,NSC,chr15
Dhh,chr15,98891152,98898540,-,98898540,98908540,8.690319849848747,6.463777062873046,-2.226542786975701,Euchromatin,NSC,chr15
Lmbr1l,chr15,98903917,98918231,-,98918231,98928231,6.533112725019454,6.240803262805938,-0.2923094622135167,Mixed,NSC,chr15
Tuba1b,chr15,98931425,98934565,-,98934565,98944565,6.3464292109012606,6.066828566849232,-0.2796006440520289,Mixed,NSC,chr15
Tuba1c,chr15,99029891,99038110,+,99019891,99029891,5.976704809546471,5.169382505106926,-0.8073223044395457,Mixed,NSC,chr15
Prph,chr15,99055174,99058978,+,99045174,99055174,7.415359747684001,5.46545124159654,-1.9499085060874612,Mixed,NSC,chr15
Gm34284,chr15,99068138,99074669,-,99074669,99084669,8.460922538346052,6.519119241185983,-1.9418032971600687,Mixed,NSC,chr15
C1ql4,chr15,99084086,99087817,-,99087817,99097817,8.205277646541596,6.156351965403558,-2.048925681138038,Euchromatin,NSC,chr15
Dnajc22,chr15,99093170,99104737,+,99083170,99093170,8.392935972988607,6.696063714722793,-1.696872258265814,Mixed,NSC,chr15
Spats2,chr15,99125916,99213215,+,99115916,99125916,7.389356589543819,5.493572359077135,-1.8957842304666848,Mixed,NSC,chr15
Kcnh3,chr15,99224861,99242817,+,99214861,99224861,8.328667459976673,5.401027772959073,-2.9276396870176,Euchromatin,NSC,chr15
Mcrs1,chr15,99242817,99251961,-,99251961,99261961,7.34988488342762,5.463094784684976,-1.886790098742644,Mixed,NSC,chr15
Prpf40b,chr15,99295087,99317018,+,99285087,99295087,6.667861352133751,5.561842160594464,-1.1060191915392874,Mixed,NSC,chr15
Fmnl3,chr15,99317225,99370482,-,99370482,99380482,5.903702427268028,5.444261983263492,-0.4594404440045361,Mixed,NSC,chr15
Tmbim6,chr15,99392882,99410049,+,99382882,99392882,5.98638112527132,5.15797747862339,-0.8284036466479305,Mixed,NSC,chr15
Nckap5l,chr15,99422035,99457748,-,99457748,99467748,8.231927606046199,6.216267968026796,-2.015659638019403,Euchromatin,NSC,chr15
Bcdin3d,chr15,99470079,99474730,-,99474730,99484730,5.365180115938188,6.036585396409035,0.6714052804708475,Mixed,NSC,chr15
Aqp5,chr15,99590782,99594829,+,99580782,99590782,9.45527891447544,6.724628115332126,-2.730650799143315,Euchromatin,NSC,chr15
Racgap1,chr15,99620496,99651656,-,99651656,99661656,7.951765604901313,6.719497930208842,-1.232267674692471,Mixed,NSC,chr15
Asic1,chr15,99670368,99701130,+,99660368,99670368,8.258356785345079,6.087443929938476,-2.170912855406603,Euchromatin,NSC,chr15
Smarcd1,chr15,99702129,99713991,+,99692129,99702129,8.956055161297321,6.806960721226534,-2.149094440070788,Euchromatin,NSC,chr15
Cox14,chr15,99725647,99729532,+,99715647,99725647,8.283115523439646,6.416426947039366,-1.8666885764002803,Mixed,NSC,chr15
Cers5,chr15,99734881,99772885,-,99772885,99782885,6.1793725826144215,6.034598598519961,-0.1447739840944608,Mixed,NSC,chr15
Lima1,chr15,99778470,99875456,-,99875456,99885456,5.691185114169121,5.855870782442888,0.1646856682737665,Mixed,NSC,chr15
Larp4,chr15,99970065,100016358,+,99960065,99970065,7.117046758830548,6.456833589533964,-0.6602131692965836,Mixed,NSC,chr15
Dip2b,chr15,100038664,100219473,+,100028664,100038664,5.863288384938239,5.5864009410897895,-0.2768874438484499,Mixed,NSC,chr15
Atf1,chr15,100227819,100261244,+,100217819,100227819,6.631838443422318,5.851985492916902,-0.7798529505054157,Mixed,NSC,chr15
Slc11a2,chr15,100387898,100425072,-,100425072,100435072,7.000468482351304,5.7746030449152,-1.225865437436104,Mixed,NSC,chr15
Letmd1,chr15,100469023,100479164,+,100459023,100469023,7.121838238763809,5.8262426394005615,-1.2955955993632475,Mixed,NSC,chr15
Csrnp2,chr15,100479570,100495488,-,100495488,100505488,6.02521598649025,5.266727449774742,-0.7584885367155074,Mixed,NSC,chr15
Tfcp2,chr15,100498012,100552008,-,100552008,100562008,4.585553647398949,4.292314375519752,-0.2932392718791963,Mixed,NSC,chr15
Pou6f1,chr15,100575318,100599984,-,100599984,100609984,6.4302687712073325,5.9972523437221845,-0.433016427485148,Mixed,NSC,chr15
C330013E15Rik,chr15,100614137,100615110,-,100615110,100625110,6.724301639020442,5.592832533578078,-1.1314691054423642,Mixed,NSC,chr15
Dazap2,chr15,100615349,100620761,+,100605349,100615349,7.73181365673542,6.300335365639131,-1.4314782910962889,Mixed,NSC,chr15
Smagp,chr15,100621339,100636940,-,100636940,100646940,6.599369037032128,5.987983129441738,-0.6113859075903898,Mixed,NSC,chr15
Galnt6,chr15,100691813,100729376,-,100729376,100739376,7.707993985772133,5.976620627550285,-1.7313733582218482,Mixed,NSC,chr15
Slc4a8,chr15,100761747,100823968,+,100751747,100761747,7.662851123726368,5.963776177958647,-1.6990749457677206,Mixed,NSC,chr15
Scn8a,chr15,100869858,101045938,+,100859858,100869858,4.695619799292088,4.772249151102702,0.076629351810614,Mixed,NSC,chr15
Fignl2,chr15,101050194,101078567,-,101078567,101088567,9.29336115332842,6.643154879919687,-2.650206273408732,Euchromatin,NSC,chr15
Acvr1b,chr15,101174067,101213684,+,101164067,101174067,7.042719831705093,4.744053299049536,-2.298666532655557,Euchromatin,NSC,chr15
A330009N23Rik,chr15,101221195,101225186,-,101225186,101235186,8.967873278105259,6.49261538033088,-2.4752578977743798,Euchromatin,NSC,chr15
Nr4a1,chr15,101254269,101274795,+,101244269,101254269,8.109484783554077,7.242611826465527,-0.8668729570885496,Mixed,NSC,chr15
Atg101,chr15,101284272,101290945,+,101274272,101284272,7.49986453397274,5.927173438827197,-1.5726910951455435,Mixed,NSC,chr15
Krt83,chr15,101485130,101491512,-,101491512,101501512,7.4339111191272735,6.360603026250998,-1.0733080928762757,Mixed,NSC,chr15
Eif4b,chr15,102073773,102097173,+,102063773,102073773,6.986320116758346,6.546143435355027,-0.4401766814033188,Mixed,NSC,chr15
Tns2,chr15,102100413,102116401,+,102090413,102100413,6.550278937464952,5.980337016493082,-0.5699419209718704,Mixed,NSC,chr15
Spryd3,chr15,102116528,102136234,-,102136234,102146234,8.226889003133774,6.566276005808512,-1.660612997325262,Mixed,NSC,chr15
Igfbp6,chr15,102144362,102149511,+,102134362,102144362,8.266227338957787,6.623854831794898,-1.6423725071628883,Mixed,NSC,chr15
Csad,chr15,102176999,102204724,-,102204724,102214724,8.907987327253819,6.59303022895654,-2.31495709829728,Euchromatin,NSC,chr15
Rarg,chr15,102234938,102257517,-,102257517,102267517,7.348908780992031,5.915574993952116,-1.4333337870399152,Mixed,NSC,chr15
Mfsd5,chr15,102279454,102281754,+,102269454,102279454,7.384911119127274,6.472579645717144,-0.9123314734101298,Mixed,NSC,chr15
Espl1,chr15,102296266,102324357,+,102286266,102296266,6.928478568696976,6.061354716837406,-0.8671238518595699,Mixed,NSC,chr15
Pfdn5,chr15,102326116,102331873,+,102316116,102326116,7.946630857586861,6.138528343105317,-1.8081025144815444,Mixed,NSC,chr15
Gm36246,chr15,102350827,102355139,+,102340827,102350827,7.0690647922158245,5.665169300969442,-1.4038954912463826,Mixed,NSC,chr15
Sp1,chr15,102406143,102436404,+,102396143,102406143,6.622735831475259,5.764937886297703,-0.8577979451775564,Mixed,NSC,chr15
Pcbp2,chr15,102470539,102500061,+,102460539,102470539,5.749418120348453,5.276699123227597,-0.4727189971208565,Mixed,NSC,chr15
Map3k12,chr15,102497646,102517064,-,102517064,102527064,9.210845193457605,6.752864245140553,-2.45798094831705,Euchromatin,NSC,chr15
Tarbp2,chr15,102518192,102523676,+,102508192,102518192,7.955121376466752,6.7619453576127695,-1.1931760188539826,Mixed,NSC,chr15
Atf7,chr15,102525946,102625464,-,102625464,102635464,5.383720781731606,5.524166941316923,0.1404461595853172,Mixed,NSC,chr15
Hoxc11,chr15,102954427,102957708,+,102944427,102954427,5.535852213752269,4.787160721671582,-0.7486914920806873,Mixed,NSC,chr15
Hoxc10,chr15,102966796,102971893,+,102956796,102966796,5.437763326334953,6.137478289993605,0.6997149636586517,Mixed,NSC,chr15
Mir615,chr15,103014910,103015001,+,103004910,103014910,7.954572589695454,6.19812281103929,-1.7564497786561644,Mixed,NSC,chr15
Cbx5,chr15,103191544,103239816,-,103239816,103249816,7.674165950942039,6.040809725423654,-1.633356225518385,Mixed,NSC,chr15
Zfp385a,chr15,103313895,103340093,-,103340093,103350093,8.561776632630826,6.610291080240408,-1.9514855523904175,Mixed,NSC,chr15
Itga5,chr15,103344286,103366763,-,103366763,103376763,6.412769832324981,5.567862646361192,-0.8449071859637893,Mixed,NSC,chr15
Pde1b,chr15,103503034,103530052,+,103493034,103503034,6.197015574872493,6.271375947801272,0.0743603729287789,Mixed,NSC,chr15
Ppp1r1a,chr15,103530279,103538003,-,103538003,103548003,6.996129756355286,5.593866647571325,-1.402263108783961,Mixed,NSC,chr15
Zfhx4,chr3,5218526,5415857,+,5208526,5218526,3.4481046322584152,4.113329340473811,0.6652247082153959,Mixed,NSC,chr3
Pex2,chr3,5560188,5576239,-,5576239,5586239,3.183335017323494,3.148773737756411,-0.0345612795670833,Mixed,NSC,chr3
Pkia,chr3,7366669,7445366,+,7356669,7366669,4.545090454995632,4.651762399901946,0.1066719449063136,Mixed,NSC,chr3
