gene,chrom,start,end,strand,promoter_start,promoter_end,s2s_signal,s3_signal,diff,state,cell_type,chromosome
Msi1,chr5,115429599,115455698,+,115419599,115429599,5.343804967129231,4.322667139561971,-1.0211378275672596,Mixed,Neu,chr5
Pxn,chr5,115506676,115555987,+,115496676,115506676,6.231289139509201,4.310032623656591,-1.92125651585261,Mixed,Neu,chr5
Rplp0,chr5,115559467,115563727,+,115549467,115559467,6.828687451195718,4.051233460402488,-2.777453990793229,Euchromatin,Neu,chr5
Gcn1,chr5,115565254,115622654,+,115555254,115565254,5.296628960561753,4.653740218377114,-0.6428887421846392,Mixed,Neu,chr5
1110006O24Rik,chr5,115631049,115631816,-,115631816,115641816,6.2090286929607394,5.094726883832614,-1.1143018091281256,Mixed,Neu,chr5
Bicdl1,chr5,115648175,115731621,-,115731621,115741621,4.647085423505306,4.038976747004191,-0.6081086765011152,Mixed,Neu,chr5
Prkab1,chr5,116013586,116024508,-,116024508,116034508,5.167860793280601,4.849693535876274,-0.318167257404327,Mixed,Neu,chr5
Srrm4,chr5,116439275,116591817,-,116591817,116601817,5.285039183139801,4.953747258512179,-0.3312919246276227,Mixed,Neu,chr5
Suds3,chr5,117091680,117116113,-,117116113,117126113,5.325306906533241,3.839445894670487,-1.4858610118627542,Mixed,Neu,chr5
Taok3,chr5,117120129,117275219,+,117110129,117120129,5.970596747100354,4.037618171334267,-1.932978575766087,Mixed,Neu,chr5
Pebp1,chr5,117282654,117287625,-,117287625,117297625,4.383339705109597,3.4443026216427484,-0.9390370834668484,Mixed,Neu,chr5
Vsig10,chr5,117319083,117355005,+,117309083,117319083,4.68673771622181,4.016125398484866,-0.6706123177369436,Mixed,Neu,chr5
Wsb2,chr5,117357304,117378601,+,117347304,117357304,6.747332835865021,3.6648332111040745,-3.0824996247609464,Euchromatin,Neu,chr5
Rfc5,chr5,117378103,117389047,-,117389047,117399047,5.81827854013443,3.973949554872512,-1.8443289852619176,Mixed,Neu,chr5
Ksr2,chr5,117414000,117775003,+,117404000,117414000,5.207591970205307,4.312775250673294,-0.8948167195320131,Mixed,Neu,chr5
Nos1,chr5,117781032,117958840,+,117771032,117781032,4.801901400327683,4.215344297202429,-0.5865571031252541,Mixed,Neu,chr5
Fbxo21,chr5,117976730,118010201,+,117966730,117976730,5.481797968268395,3.5559304391145705,-1.925867529153824,Mixed,Neu,chr5
Tesc,chr5,118027743,118061878,+,118017743,118027743,4.7549269728899,4.118133798702559,-0.6367931741873409,Mixed,Neu,chr5
Fbxw8,chr5,118064965,118155464,-,118155464,118165464,4.333484902977943,4.093090926941236,-0.2403939760367075,Mixed,Neu,chr5
Hrk,chr5,118164648,118189478,+,118154648,118164648,4.515973608970642,4.00795505387783,-0.5080185550928116,Mixed,Neu,chr5
Rnft2,chr5,118190736,118245116,-,118245116,118255116,4.551593312144279,4.328297727131843,-0.223295585012436,Mixed,Neu,chr5
Med13l,chr5,118560679,118765438,+,118550679,118560679,5.137864034962654,5.014739309779803,-0.1231247251828504,Mixed,Neu,chr5
Tbx3,chr5,119670669,119684724,+,119660669,119670669,4.741411285638809,3.639171506317457,-1.1022397793213523,Mixed,Neu,chr5
Rbm19,chr5,120116465,120198981,+,120106465,120116465,6.23484532380104,5.219763491233191,-1.0150818325678497,Mixed,Neu,chr5
Lhx5,chr5,120431699,120441223,+,120421699,120431699,4.3245315643548965,3.3814635269800823,-0.943068037374814,Mixed,Neu,chr5
Plbd2,chr5,120483282,120503625,-,120503625,120513625,4.418343230009079,4.663435736695926,0.2450925066868476,Mixed,Neu,chr5
Slc8b1,chr5,120511168,120534024,+,120501168,120511168,4.976907282066346,4.409528632799784,-0.567378649266562,Mixed,Neu,chr5
Rita1,chr5,120594305,120612589,-,120612589,120622589,6.386207171988486,4.478176897335053,-1.9080302746534332,Mixed,Neu,chr5
Rasal1,chr5,120648812,120679597,+,120638812,120648812,4.044174306178093,4.187542093547186,0.143367787369093,Mixed,Neu,chr5
Dtx1,chr5,120680202,120711927,-,120711927,120721927,5.930738622069359,4.072844720872243,-1.8578939011971167,Mixed,Neu,chr5
Ptpn11,chr5,121130533,121191397,-,121191397,121201397,5.084693474769592,4.471373048981032,-0.6133204257885607,Mixed,Neu,chr5
Rpl6,chr5,121204481,121209241,+,121194481,121204481,5.343720884656906,4.778655443620682,-0.5650654410362241,Mixed,Neu,chr5
Hectd4,chr5,121220219,121368577,+,121210219,121220219,4.534397754073143,4.175864495833714,-0.3585332582394285,Mixed,Neu,chr5
Trafd1,chr5,121371725,121385632,-,121385632,121395632,5.362400962209701,4.892944211848577,-0.4694567503611244,Mixed,Neu,chr5
Naa25,chr5,121397936,121444378,+,121387936,121397936,4.795142000818252,5.035377525075277,0.2402355242570246,Mixed,Neu,chr5
Erp29,chr5,121428590,121452506,-,121452506,121462506,4.75294927380085,4.432661715300879,-0.3202875584999711,Mixed,Neu,chr5
Mapkapk5,chr5,121525038,121545905,-,121545905,121555905,4.394297357797623,3.633617887099584,-0.7606794706980389,Mixed,Neu,chr5
Aldh2,chr5,121566027,121593824,-,121593824,121603824,4.354159414768219,3.17768611536026,-1.176473299407959,Mixed,Neu,chr5
Acad12,chr5,121596775,121618938,-,121618938,121628938,5.450310855388642,3.8329631314516064,-1.6173477239370353,Mixed,Neu,chr5
Acad10,chr5,121621026,121660514,-,121660514,121670514,6.256119050598145,4.786019612073899,-1.4700994385242463,Mixed,Neu,chr5
Atxn2,chr5,121711337,121816493,+,121701337,121711337,3.92463659157753,4.039073511250813,0.1144369196732832,Mixed,Neu,chr5
Sh2b3,chr5,121815488,121837646,-,121837646,121847646,5.57145242254734,4.654601973454157,-0.9168504490931833,Mixed,Neu,chr5
Pheta1,chr5,121848984,121854632,+,121838984,121848984,5.3204588007688525,4.300679771033923,-1.0197790297349298,Mixed,Neu,chr5
Cux2,chr5,121856366,122050102,-,122050102,122060102,4.471560851287842,4.057553699270883,-0.4140071520169588,Mixed,Neu,chr5
Ppp1cc,chr5,122158278,122175273,+,122148278,122158278,4.514038014888763,3.636989224855105,-0.8770487900336583,Mixed,Neu,chr5
Pptc7,chr5,122284365,122324281,+,122274365,122284365,5.65221781373024,4.304206684549649,-1.3480111291805912,Mixed,Neu,chr5
Rad9b,chr5,122323223,122354233,-,122354233,122364233,4.770547689819336,4.518178719854355,-0.2523689699649809,Mixed,Neu,chr5
Gpn3,chr5,122371876,122382902,+,122361876,122371876,5.445284896349906,4.059939655510585,-1.385345240839321,Mixed,Neu,chr5
Arpc3,chr5,122391878,122414184,+,122381878,122391878,1.9748410654067992,1.7697272346099215,-0.2051138307968776,Mixed,Neu,chr5
Anapc7,chr5,122421693,122444912,+,122411693,122421693,3.476493378925323,3.781856781995296,0.3053634030699732,Mixed,Neu,chr5
Atp2a2,chr5,122453513,122502225,-,122502225,122512225,5.138625474214554,4.012894190947215,-1.1257312832673394,Mixed,Neu,chr5
Ift81,chr5,122550204,122614518,-,122614518,122624518,4.3394740977525705,4.735896107538541,0.3964220097859705,Mixed,Neu,chr5
P2rx4,chr5,122707544,122729738,+,122697544,122707544,4.231758646726608,4.420093269658088,0.1883346229314799,Mixed,Neu,chr5
Camkk2,chr5,122731170,122779409,-,122779409,122789409,4.775285427212715,4.613991597572962,-0.161293829639753,Mixed,Neu,chr5
Anapc5,chr5,122787459,122821339,-,122821339,122831339,4.91569341430664,4.618607678421338,-0.297085735885302,Mixed,Neu,chr5
Rnf34,chr5,122850048,122871291,+,122840048,122850048,4.412033784294128,4.33222479338646,-0.0798089909076686,Mixed,Neu,chr5
Kdm2b,chr5,122870665,122989823,-,122989823,122999823,5.169816339850426,3.9838715401927622,-1.1859447996576633,Mixed,Neu,chr5
A930024E05Rik,chr5,122989354,122998345,+,122979354,122989354,4.251324399232864,4.24274701654911,-0.0085773826837538,Mixed,Neu,chr5
Orai1,chr5,123015074,123030456,+,123005074,123015074,4.878636079454422,4.681923958913486,-0.1967121205409361,Mixed,Neu,chr5
Tmem120b,chr5,123068415,123117749,+,123058415,123068415,5.116623416543008,4.618194248716036,-0.4984291678269716,Mixed,Neu,chr5
Rhof,chr5,123103044,123132692,-,123132692,123142692,5.68415146086216,4.841611790116628,-0.8425396707455324,Mixed,Neu,chr5
Setd1b,chr5,123142193,123168629,+,123132193,123142193,5.572022486948967,5.0297371418039,-0.5422853451450669,Mixed,Neu,chr5
Psmd9,chr5,123169413,123250131,+,123159413,123169413,6.428630274510383,4.721431940897305,-1.7071983336130785,Mixed,Neu,chr5
Bcl7a,chr5,123343834,123374992,+,123333834,123343834,4.028220026493073,5.127167046872775,1.0989470203797025,Mixed,Neu,chr5
Mlxip,chr5,123394798,123457932,+,123384798,123394798,5.185080375432968,3.798797050285339,-1.386283325147628,Mixed,Neu,chr5
Diablo,chr5,123509765,123524176,-,123524176,123534176,5.319292173337937,4.515819073812167,-0.8034730995257702,Mixed,Neu,chr5
B3gnt4,chr5,123510460,123511882,+,123500460,123510460,4.510686246037483,4.1243422958453495,-0.3863439501921331,Mixed,Neu,chr5
Vps33a,chr5,123528659,123573038,-,123573038,123583038,4.382778935074806,4.8868846336603164,0.5041056985855104,Mixed,Neu,chr5
Clip1,chr5,123577795,123684618,-,123684618,123694618,4.626044200563431,4.175826090995471,-0.4502181095679605,Mixed,Neu,chr5
Zcchc8,chr5,123698294,123721100,-,123721100,123731100,4.277204584360123,5.567441822926203,1.29023723856608,Mixed,Neu,chr5
Rsrc2,chr5,123728426,123749414,-,123749414,123759414,4.1549640986919405,4.951459675176938,0.7964955764849977,Mixed,Neu,chr5
Denr,chr5,123907175,123928835,+,123897175,123907175,4.443491576433182,4.718855484485626,0.2753639080524444,Mixed,Neu,chr5
Ccdc62,chr5,123930679,123969895,+,123920679,123930679,3.4428403446674345,5.154103283977508,1.7112629393100738,Mixed,Neu,chr5
Hip1r,chr5,123973628,124005558,+,123963628,123973628,4.667270601272583,4.910948420317967,0.2436778190453843,Mixed,Neu,chr5
Vps37b,chr5,124004641,124032270,-,124032270,124042270,4.791017404317856,4.415916516184807,-0.3751008881330486,Mixed,Neu,chr5
Abcb9,chr5,124061530,124095798,-,124095798,124105798,4.703768586730957,4.075729335864385,-0.6280392508665722,Mixed,Neu,chr5
Ogfod2,chr5,124112297,124115483,+,124102297,124112297,1.4504347474575043,1.3237344865560532,-0.1267002609014511,Mixed,Neu,chr5
Arl6ip4,chr5,124116089,124118196,+,124106089,124116089,3.6965177862644194,2.2370944275061286,-1.4594233587582908,Mixed,Neu,chr5
Pitpnm2,chr5,124118690,124249760,-,124249760,124259760,3.6170808012485502,4.87143486849467,1.2543540672461195,Mixed,Neu,chr5
Mphosph9,chr5,124250959,124327972,-,124327972,124337972,4.368318598127365,5.166093002859751,0.7977744047323858,Mixed,Neu,chr5
Cdk2ap1,chr5,124345417,124363082,-,124363082,124373082,3.906046270465851,4.957608805243174,1.051562534777323,Mixed,Neu,chr5
Sbno1,chr5,124368702,124426001,-,124426001,124436001,5.884141044974327,4.159730398456255,-1.7244106465180715,Mixed,Neu,chr5
Kmt5a,chr5,124439930,124462308,+,124429930,124439930,5.9996943362951285,4.679536361614863,-1.3201579746802654,Mixed,Neu,chr5
Rilpl2,chr5,124463265,124478366,-,124478366,124488366,5.976770752072334,4.264122367000581,-1.7126483850717538,Mixed,Neu,chr5
Snrnp35,chr5,124483134,124491124,+,124473134,124483134,4.344093224549294,4.376739453220368,0.0326462286710738,Mixed,Neu,chr5
Rilpl1,chr5,124493080,124531391,-,124531391,124541391,4.793501155853271,5.061715239350002,0.2682140834967308,Mixed,Neu,chr5
Tmed2,chr5,124540695,124550506,+,124530695,124540695,4.918863679409027,4.990252834598223,0.0713891551891965,Mixed,Neu,chr5
Ddx55,chr5,124552864,124569660,+,124542864,124552864,5.417795050740242,4.513875631888708,-0.903919418851534,Mixed,Neu,chr5
Eif2b1,chr5,124570213,124579131,-,124579131,124589131,6.044966358876229,5.388380750568707,-0.6565856083075214,Mixed,Neu,chr5
Atp6v0a2,chr5,124628576,124724455,+,124618576,124628576,6.089755699396133,5.725975673643749,-0.3637800257523844,Mixed,Neu,chr5
Dnah10,chr5,124725085,124834308,+,124715085,124725085,6.578773873209953,4.675163272937138,-1.903610600272815,Mixed,Neu,chr5
Ccdc92,chr5,124834418,124862424,-,124862424,124872424,3.754970600295066,4.586613762323061,0.8316431620279952,Mixed,Neu,chr5
Rflna,chr5,125003221,125012547,+,124993221,125003221,5.720422363877296,3.7472236707607904,-1.973198693116506,Mixed,Neu,chr5
Ncor2,chr5,125017153,125179219,-,125179219,125189219,4.957219075441361,4.180706626462936,-0.7765124489784245,Mixed,Neu,chr5
Scarb1,chr5,125277087,125341094,-,125341094,125351094,5.879929573941231,4.759246912638346,-1.1206826613028849,Mixed,Neu,chr5
Ubc,chr5,125385965,125390202,-,125390202,125400202,3.470156862020493,3.26947832681338,-0.2006785352071127,Mixed,Neu,chr5
Dhx37,chr5,125413858,125434121,-,125434121,125444121,5.261234454035758,4.374907396086057,-0.8863270579497016,Mixed,Neu,chr5
Bri3bp,chr5,125441568,125460370,+,125431568,125441568,5.3687588593721385,4.411117415777842,-0.957641443594296,Mixed,Neu,chr5
Aacs,chr5,125475814,125517410,+,125465814,125475814,6.988887334346771,4.306999175389608,-2.681888158957163,Euchromatin,Neu,chr5
Tmem132b,chr5,125531774,125792583,+,125521774,125531774,6.41746695687771,4.272911244265239,-2.144555712612471,Euchromatin,Neu,chr5
Tmem132c,chr5,127241808,127565793,+,127231808,127241808,4.1393824023485175,4.14007277970314,0.0006903773546227,Mixed,Neu,chr5
Slc15a4,chr5,127595664,127632897,-,127632897,127642897,4.0465643944740295,3.1544460092147197,-0.8921183852593102,Mixed,Neu,chr5
Tmem132d,chr5,127781630,128433077,-,128433077,128443077,4.720678625333309,3.8512273825168606,-0.8694512428164485,Mixed,Neu,chr5
Fzd10os,chr5,128579106,128600693,-,128600693,128610693,4.517909698355198,4.394556548206012,-0.1233531501491862,Mixed,Neu,chr5
Piwil1,chr5,128702524,128755474,+,128692524,128702524,3.600825511574745,4.07786803697745,0.4770425254027048,Mixed,Neu,chr5
Stx2,chr5,128984557,129008574,-,129008574,129018574,3.3963167757987978,4.115734977428119,0.7194182016293209,Mixed,Neu,chr5
Ran,chr5,129020069,129024323,+,129010069,129020069,3.90053206717968,3.963558485563596,0.0630264183839162,Mixed,Neu,chr5
Sfswap,chr5,129501221,129571384,+,129491221,129501221,5.406587155127525,5.105416641712189,-0.3011705134153359,Mixed,Neu,chr5
Mmp17,chr5,129584169,129611099,+,129574169,129584169,4.278439594984055,3.9587531342824303,-0.3196864607016243,Mixed,Neu,chr5
Zfp11,chr5,129654593,129670099,-,129670099,129680099,3.396367677807808,5.381458927114804,1.985091249306996,Mixed,Neu,chr5
Mrps17,chr5,129715497,129722556,+,129705497,129715497,3.5672633116245267,3.9995546911795934,0.4322913795550667,Mixed,Neu,chr5
Nipsnap2,chr5,129725063,129758327,+,129715063,129725063,4.35951530008316,4.938797525572777,0.5792822254896173,Mixed,Neu,chr5
Psph,chr5,129765558,129787449,-,129787449,129797449,2.3728011970281604,3.2048934266090394,0.832092229580879,Mixed,Neu,chr5
Chchd2,chr5,129881156,129887470,-,129887470,129897470,3.659237016320229,4.998491272886594,1.339254256566365,Mixed,Neu,chr5
Zbed5,chr5,129895723,129903623,+,129885723,129895723,3.716684177827835,5.12698746907711,1.4103032912492748,Mixed,Neu,chr5
Nupr1l,chr5,129908540,129913789,+,129898540,129908540,4.02558659183979,4.4934939204454425,0.4679073286056523,Mixed,Neu,chr5
Vkorc1l1,chr5,129941970,129986692,+,129931970,129941970,5.732851016283036,4.407710803349813,-1.3251402129332224,Mixed,Neu,chr5
Gusb,chr5,129989011,130003049,-,130003049,130013049,5.474313901162147,4.787889753198624,-0.6864241479635229,Mixed,Neu,chr5
Crcp,chr5,130029290,130060789,+,130019290,130029290,5.407043788313866,4.48958530318737,-0.9174584851264952,Mixed,Neu,chr5
Tpst1,chr5,130073326,130135729,+,130063326,130073326,5.066344259405136,4.241157439382872,-0.8251868200222638,Mixed,Neu,chr5
Kctd7,chr5,130144861,130155806,+,130134861,130144861,4.842937659931183,3.915002371136348,-0.9279352887948348,Mixed,Neu,chr5
Rabgef1,chr5,130171798,130214342,+,130161798,130171798,3.835774274349213,4.83434882376194,0.9985745494127274,Mixed,Neu,chr5
Tmem248,chr5,130217081,130243765,+,130207081,130217081,5.361492403638363,5.476727305889129,0.1152349022507657,Mixed,Neu,chr5
Tyw1,chr5,130255619,130341563,+,130245619,130255619,6.145171508932114,5.1372429508288695,-1.0079285581032442,Mixed,Neu,chr5
Caln1,chr5,130369455,130847412,+,130359455,130369455,3.8594757266640665,5.077159355759621,1.2176836290955544,Mixed,Neu,chr5
Galnt17,chr5,130872082,131308497,-,131308497,131318497,3.956504105114937,4.378527829607328,0.4220237244923908,Mixed,Neu,chr5
Auts2,chr5,131437333,132543344,-,132543344,132553344,4.443879646229744,4.046020828684172,-0.3978588175455728,Mixed,Neu,chr5
Castor2,chr5,134099711,134144343,+,134089711,134099711,5.323344216108322,4.273350882951418,-1.0499933331569036,Mixed,Neu,chr5
Rcc1l,chr5,134148054,134176774,-,134176774,134186774,4.820472156643868,4.53738044453462,-0.2830917121092486,Mixed,Neu,chr5
Gtf2ird2,chr5,134184019,134224355,+,134174019,134184019,5.219611153650284,4.3686441480954485,-0.8509670055548355,Mixed,Neu,chr5
Gtf2i,chr5,134237834,134314760,-,134314760,134324760,4.856312224149704,4.304341703176498,-0.5519705209732058,Mixed,Neu,chr5
Gtf2ird1,chr5,134357656,134456716,-,134456716,134466716,4.329532909226417,3.663578678599993,-0.6659542306264239,Mixed,Neu,chr5
Clip2,chr5,134489383,134552434,-,134552434,134562434,6.027330707192421,4.774525584316254,-1.2528051228761674,Mixed,Neu,chr5
Rfc2,chr5,134581366,134601805,+,134571366,134581366,4.857467311024666,5.370438249357541,0.5129709383328747,Mixed,Neu,chr5
Eif4h,chr5,134619721,134639490,-,134639490,134649490,4.762888396263122,3.865630403319995,-0.897257992943127,Mixed,Neu,chr5
Limk1,chr5,134656039,134688598,-,134688598,134698598,3.972062187552452,5.038834738302231,1.0667725507497785,Mixed,Neu,chr5
Eln,chr5,134702593,134747323,-,134747323,134757323,4.96676967036724,5.042703860433896,0.0759341900666559,Mixed,Neu,chr5
Mettl27,chr5,134932368,134942637,+,134922368,134932368,5.926391562700272,4.491368280347188,-1.4350232823530842,Mixed,Neu,chr5
Cldn3,chr5,134986214,134987472,+,134976214,134986214,3.863987399506569,4.393043501321475,0.5290561018149056,Mixed,Neu,chr5
Abhd11,chr5,135009152,135012175,+,134999152,135009152,3.916979765701294,3.777867832112312,-0.1391119335889818,Mixed,Neu,chr5
Stx1a,chr5,135023482,135051100,+,135013482,135023482,4.091849720692634,4.755755823548635,0.6639061028560009,Mixed,Neu,chr5
Dnajc30,chr5,135064202,135065862,+,135054202,135064202,4.977952708721161,4.547621314469972,-0.4303313942511888,Mixed,Neu,chr5
Vps37d,chr5,135072900,135078266,-,135078266,135088266,5.904933178424835,3.9156805999676383,-1.9892525784571964,Mixed,Neu,chr5
Mlxipl,chr5,135089890,135138382,+,135079890,135089890,6.445082497954369,3.995552705566088,-2.449529792388281,Euchromatin,Neu,chr5
Tbl2,chr5,135149657,135165760,+,135139657,135149657,5.791409720516205,5.523250828202566,-0.2681588923136386,Mixed,Neu,chr5
Bcl7b,chr5,135168283,135181855,+,135158283,135168283,5.45247616686821,5.46083004697164,0.0083538801034297,Mixed,Neu,chr5
Baz1b,chr5,135187264,135246129,+,135177264,135187264,5.814902655005454,4.89401843559742,-0.920884219408034,Mixed,Neu,chr5
Fzd9,chr5,135248938,135251230,-,135251230,135261230,5.307022391796112,4.138250456730525,-1.1687719350655872,Mixed,Neu,chr5
Fkbp6,chr5,135291704,135350044,-,135350044,135360044,6.408691067814827,4.49277569949627,-1.915915368318557,Mixed,Neu,chr5
Nsun5,chr5,135369953,135376805,+,135359953,135369953,6.186107007431984,4.672508622090022,-1.513598385341962,Mixed,Neu,chr5
Pom121,chr5,135376141,135394546,-,135394546,135404546,5.74905283586979,4.220616704909007,-1.5284361309607828,Mixed,Neu,chr5
Hip1,chr5,135406531,135545120,-,135545120,135555120,4.774182861685753,4.466880566835403,-0.3073022948503494,Mixed,Neu,chr5
Rhbdd2,chr5,135632618,135646448,+,135622618,135632618,2.287199367594719,1.9574593197425207,-0.3297400478521981,Mixed,Neu,chr5
Por,chr5,135670033,135735326,+,135660033,135670033,5.296103992462158,4.262553376221657,-1.0335506162405013,Mixed,Neu,chr5
Tmem120a,chr5,135735485,135744448,-,135744448,135754448,5.114889271020889,4.448688179993629,-0.6662010910272604,Mixed,Neu,chr5
Mdh2,chr5,135778480,135790398,+,135768480,135778480,4.782230694890022,4.3528549866278965,-0.4293757082621257,Mixed,Neu,chr5
Srrm3,chr5,135806890,135874772,+,135796890,135806890,4.25397841489315,3.906497932155928,-0.3474804827372226,Mixed,Neu,chr5
Hspb1,chr5,135887919,135889563,+,135877919,135887919,6.39596594631672,4.348017783991495,-2.0479481623252243,Euchromatin,Neu,chr5
Ywhag,chr5,135908409,135934616,-,135934616,135944616,5.764386709547043,4.131901348511378,-1.632485361035665,Mixed,Neu,chr5
Ssc4d,chr5,135960211,135974531,-,135974531,135984531,4.49757534968853,3.6830493935743966,-0.8145259561141334,Mixed,Neu,chr5
Dtx2,chr5,135994800,136032872,+,135984800,135994800,5.3406390546560285,4.598591945290566,-0.7420471093654628,Mixed,Neu,chr5
Rasa4,chr5,136083916,136111860,+,136073916,136083916,5.211198581838608,4.793606239414215,-0.4175923424243928,Mixed,Neu,chr5
Polr2j,chr5,136116631,136122947,+,136106631,136116631,5.161669940233231,5.387027458016078,0.2253575177828475,Mixed,Neu,chr5
Lrwd1,chr5,136122772,136136074,-,136136074,136146074,5.393287875390053,4.851889955957732,-0.5413979194323213,Mixed,Neu,chr5
Orai2,chr5,136147459,136170713,-,136170713,136180713,5.233213939070701,4.283585294604301,-0.9496286444664,Mixed,Neu,chr5
Prkrip1,chr5,136178127,136198963,-,136198963,136208963,3.234632319569588,2.387633919048309,-0.846998400521279,Mixed,Neu,chr5
Sh2b2,chr5,136218147,136246556,-,136246556,136256556,6.430259493255615,3.940281778224309,-2.4899777150313063,Euchromatin,Neu,chr5
Cux1,chr5,136248135,136567490,-,136567490,136577490,3.58438699388504,4.229757271965345,0.6453702780803048,Mixed,Neu,chr5
Col26a1,chr5,136741759,136883209,-,136883209,136893209,4.14450018465519,3.3084805286049845,-0.8360196560502051,Mixed,Neu,chr5
4933404O12Rik,chr5,136919146,136937112,+,136909146,136919146,5.800501305294037,4.81721930955251,-0.9832819957415264,Mixed,Neu,chr5
Plod3,chr5,136987019,136996648,+,136977019,136987019,6.939185893821716,4.964094538752239,-1.9750913550694775,Mixed,Neu,chr5
Vgf,chr5,137026392,137033351,+,137016392,137026392,2.7111702493906025,3.5600975253740947,0.8489272759834923,Mixed,Neu,chr5
Ache,chr5,137287519,137294466,+,137277519,137287519,4.997523847436904,4.797427348033587,-0.2000964994033172,Mixed,Neu,chr5
Ufsp1,chr5,137294629,137295665,+,137284629,137294629,6.332269657731056,3.56599945836862,-2.766270199362436,Euchromatin,Neu,chr5
Srrt,chr5,137295704,137307674,-,137307674,137317674,5.012676939320564,4.751392445206642,-0.2612844941139221,Mixed,Neu,chr5
Slc12a9,chr5,137314558,137333597,-,137333597,137343597,4.668043988978862,4.292797680060068,-0.3752463089187943,Mixed,Neu,chr5
Ephb4,chr5,137350109,137378669,+,137340109,137350109,4.779507040548325,4.35032572127978,-0.4291813192685456,Mixed,Neu,chr5
Pop7,chr5,137501438,137502518,-,137502518,137512518,5.663879415512085,4.561333993633588,-1.1025454218784967,Mixed,Neu,chr5
Gnb2,chr5,137528127,137533510,-,137533510,137543510,3.999437718510628,5.415534430782,1.4160967122713712,Mixed,Neu,chr5
Actl6b,chr5,137553517,137569582,+,137543517,137553517,5.144663106274605,4.957395113142332,-0.1872679931322727,Mixed,Neu,chr5
Tfr2,chr5,137569840,137587481,+,137559840,137569840,6.901476320028304,4.220151745200158,-2.681324574828146,Euchromatin,Neu,chr5
Mospd3,chr5,137596645,137601058,-,137601058,137611058,5.690039545249939,4.0682405764897664,-1.6217989687601726,Mixed,Neu,chr5
Gm20605,chr5,137629175,137642899,+,137619175,137629175,5.497899217009544,4.378405360142391,-1.1194938568671535,Mixed,Neu,chr5
Irs3,chr5,137643031,137645714,-,137645714,137655714,5.740380662512779,4.93102425365448,-0.8093564088582985,Mixed,Neu,chr5
Agfg2,chr5,137650463,137684726,-,137684726,137694726,4.347976385068893,4.270620617572466,-0.0773557674964271,Mixed,Neu,chr5
Nyap1,chr5,137729899,137741607,-,137741607,137751607,5.474597343683243,4.464878863112132,-1.0097184805711112,Mixed,Neu,chr5
Ppp1r35,chr5,137778849,137780110,+,137768849,137778849,5.220243246555328,4.407226773158709,-0.813016473396619,Mixed,Neu,chr5
Mepce,chr5,137781906,137787655,-,137787655,137797655,2.944469805002212,4.903057323654493,1.9585875186522808,Mixed,Neu,chr5
Zscan21,chr5,138116903,138134265,+,138106903,138116903,4.918125408887863,5.710049088025094,0.7919236791372306,Mixed,Neu,chr5
Zfp113,chr5,138139702,138155744,-,138155744,138165744,4.498244121050834,4.600614810268085,0.1023706892172509,Mixed,Neu,chr5
Ap4m1,chr5,138172002,138180429,+,138162002,138172002,5.1350707953929895,4.364179942123095,-0.7708908532698944,Mixed,Neu,chr5
Mblac1,chr5,138194314,138195621,+,138184314,138194314,5.041712057614327,4.310894504229228,-0.7308175533850996,Mixed,Neu,chr5
Lamtor4,chr5,138255482,138259398,+,138245482,138255482,4.711980166316033,4.969042156529427,0.2570619902133941,Mixed,Neu,chr5
Gpc2,chr5,138273655,138280005,-,138280005,138290005,4.111040223360062,5.556488280614218,1.445448057254156,Mixed,Neu,chr5
Stag3,chr5,138280240,138312393,+,138270240,138280240,4.4717152291536335,5.642268016576767,1.1705527874231336,Mixed,Neu,chr5
Zfp157,chr5,138441468,138460694,+,138431468,138441468,4.398777838277817,5.454318262513478,1.0555404242356614,Mixed,Neu,chr5
Zfp68,chr5,138603652,138619761,-,138619761,138629761,3.206622500896453,4.358465900890033,1.151843399993579,Mixed,Neu,chr5
Fam20c,chr5,138754514,138810077,+,138744514,138754514,4.902384980678558,4.812756797321637,-0.089628183356921,Mixed,Neu,chr5
Pdgfa,chr5,138976014,138997370,-,138997370,139007370,4.849273341774941,5.292618348956108,0.4433450071811666,Mixed,Neu,chr5
Prkar1b,chr5,139017306,139150001,-,139150001,139160001,6.008495532298088,4.607319746331374,-1.4011757859667142,Mixed,Neu,chr5
Sun1,chr5,139200637,139249840,+,139190637,139200637,5.096698615348339,4.810376330280303,-0.286322285068036,Mixed,Neu,chr5
Cox19,chr5,139336189,139351418,-,139351418,139361418,7.208030004429817,4.549290687227249,-2.658739317202568,Euchromatin,Neu,chr5
3110082I17Rik,chr5,139359739,139460527,-,139460527,139470527,5.498184862112999,5.436312620878219,-0.0618722412347798,Mixed,Neu,chr5
Mir339,chr5,139369650,139369745,-,139369745,139379745,5.524161186099053,3.938109010179838,-1.5860521759192148,Mixed,Neu,chr5
Gpr146,chr5,139377697,139396415,+,139367697,139377697,5.118100819349289,3.590932467118899,-1.5271683522303898,Mixed,Neu,chr5
Zfand2a,chr5,139471211,139484549,-,139484549,139494549,4.9763058531880375,4.356787385932605,-0.6195184672554328,Mixed,Neu,chr5
Uncx,chr5,139543494,139548179,+,139533494,139543494,4.096290646624565,3.812090320793788,-0.2842003258307777,Mixed,Neu,chr5
Micall2,chr5,139706696,139736336,-,139736336,139746336,4.630144064497948,4.46536104572614,-0.164783018771808,Mixed,Neu,chr5
